YEAR,WK,DT,MN,MWSP,..MAX,..MIN,.VP1,.VP2,RH1,RH2,D1,D2,.SSH
2020,49,4,12,5,26.8,18.6,22.5,100,76,1.3,5,2.5,1.5
2020,49,5,12,29,30,17.6,23.1,100,90,2.1,7,34,8
2020,49,6,12,5,29.8,17.5,22.9,100,81,1.5,7,1,18.8
2020,49,7,12,5,29.5,17.6,23.6,100,82,1.1,5,0.5,31.8
2020,49,8,12,5,29.4,18.4,23.8,100,88,1.4,11,1.8,6.8
2020,49,9,12,5,30,17.6,21.1,100,67,1.7,7,3.7,3
2020,50,10,12,5,30.6,17.6,20.9,98,67,2.1,7,8.2,0
2020,50,11,12,5,30.2,16,19.6,96,67,1.3,7,4.5,0
2020,50,12,12,32,29.8,15,16,100,50,1.1,7,4.3,0
2020,50,13,12,36,31.6,16.4,19,100,59,0.7,7,8.5,0
2020,50,14,12,5,31.2,15.5,17.5,100,54,1.2,7,6.4,0
2020,50,15,12,5,31.2,13.6,19.7,98,61,1.2,7,8,0
2020,50,16,12,7,31.2,16.5,21.7,96,76,2.6,7,6.7,18
2020,51,17,12,5,28.8,17.5,21.7,95,79,1.7,7,3.1,0
2020,51,18,12,7,29,17,22.2,100,82,2,5,5.7,15.2
2020,51,19,12,7,28.6,17.4,21.2,95,83,1.8,29,1.5,1.6
2020,51,20,12,36,27,13.8,18.4,98,60,1.4,7,1,0.8
2020,51,21,12,5,29.8,13.6,17.4,95,60,2,7,6,0
2020,51,22,12,7,29.5,17,18.1,79,73,2.2,5,6.4,0
2020,51,23,12,5,27.2,16.8,19.6,95,70,1,5,0.6,1.8
2020,52,24,12,36,29.4,15.4,19.9,98,68,0.9,36,1.4,0
2020,52,25,12,5,29.4,15.2,18.2,93,56,1.7,5,3,0
2020,52,26,12,5,31.2,13.8,15,100,48,1.6,7,8.6,0
2020,52,27,12,5,31,14.8,18.4,97,60,1.6,7,8.5,0
2020,52,28,12,5,30.2,17,18.8,90,57,1.6,7,3.5,0
2020,52,29,12,5,31.6,17.8,20,87,81,2,7,6.3,0
2020,52,30,12,5,28,16,21.5,98,65,1,7,0.6,1
2020,52,31,12,5,31.4,17,22.1,100,95,2.5,5,8.6,19.3
,,,,,,,,,,,,,
TOTAL,RECORDS,=,724,,,,,,,,,,
